# FLEXIBILITY PARAMETER SCAN
# FBA model ../../ModelFiles/ecFBA/reducedEcYeast_modified_withDamage.mat
# parsimonious solution true
# Boolean model ../../ModelFiles/Boolean/rules.txt, ../../ModelFiles/Boolean/species.txt
# TF layer ../../ModelFiles/Boolean/TFtargets.txt
# basal damage formation f0 = 0.0001
# basal damage repair r0 = 0.0005
objective	flexibility 1	flexibility 2	regulation factor	rls	average generation time	time phase 1	rls phase 1	damage phase 1	time phase 2	rls phase 2	damage phase 2	time phase 3	rls phase 3	damage phase 3	status
NGAM (MAX) + ATPProduction (MAX)	0.45	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.45	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.45	0.05	0.0	26	1.5120000000000107	24.00000000000007	17.0	0.02428505083845759	17.799999999999983	9.0	0.25805427599858993	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.45	0.05	0.02	1	NaN	99.9999999999986	1.0	0.005338115510953705	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.45	0.05	0.02	26	1.2880000000000076	26.400000000000105	21.0	0.06232846165361288	8.099999999999987	5.0	0.23112344966441983	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.45	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.45	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.45	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.45	0.05	0.02	25	1.9000000000000157	22.300000000000047	13.0	0.009994781381775094	27.50000000000012	12.0	0.23750800198794395	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.45	0.05	0.04	3	31.550000000000313	99.9999999999986	3.0	0.0075664427870537326	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.45	0.05	0.04	26	1.2920000000000076	26.400000000000105	21.0	0.06232846165361288	8.199999999999987	5.0	0.23112127932580806	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.45	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.45	0.05	0.04	4	21.93333333333351	99.9999999999986	4.0	0.008432699310144218	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.45	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.45	0.05	0.04	24	3.399999999999993	20.200000000000017	8.0	0.0036074594088189847	71.20000000000023	16.0	0.2733703107614146	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.5	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.5	0.05	0.0	26	1.2760000000000074	27.600000000000122	22.0	0.08103862322434206	6.499999999999993	4.0	0.231127573835605	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.5	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.5	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.5	0.05	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.5	0.05	0.0	26	1.4360000000000097	22.900000000000055	17.0	0.02319011814470339	16.399999999999963	9.0	0.2465529866740301	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.5	0.05	0.02	1	NaN	99.9999999999986	1.0	0.005338115510953705	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.5	0.05	0.02	26	1.2760000000000074	27.600000000000122	22.0	0.08103862322434206	6.5999999999999925	4.0	0.23111968641779973	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.5	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.5	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.5	0.05	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.5	0.05	0.02	26	1.7880000000000147	27.50000000000012	17.0	0.02757338368940274	67.00000000000047	9.0	0.287260709260881	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.5	0.05	0.04	3	31.550000000000313	99.9999999999986	3.0	0.007565066879572996	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.5	0.05	0.04	26	1.2800000000000074	27.600000000000122	22.0	0.08103862322434206	6.699999999999992	4.0	0.23111591787179578	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.5	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.5	0.05	0.04	5	18.600000000000012	99.9999999999986	5.0	0.010077317265980427	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.5	0.05	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.5	0.05	0.04	24	2.778260869565245	35.40000000000023	15.0	0.023422987922636716	37.600000000000264	9.0	0.24914377454709552	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.05	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.05	0.1	0.0	23	3.104545454545473	43.80000000000035	15.0	0.02879558848877594	29.50000000000015	8.0	0.23559005165612518	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.05	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.05	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.05	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.05	0.1	0.0	22	4.128571428571398	49.80000000000044	13.0	0.021981621748204005	43.900000000000354	9.0	0.2353926752752642	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.05	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.05	0.1	0.02	23	3.177272727272741	42.00000000000033	14.0	0.022406388764257525	33.1000000000002	9.0	0.23915505517710212	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.05	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.05	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.05	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.05	0.1	0.02	19	4.916666666666625	56.700000000000536	12.0	0.020484388862433346	43.300000000000345	7.0	0.13089537321998085	0.0	0.0	NaN	alive
NGAM (MAX)	0.05	0.1	0.04	1	NaN	99.9999999999986	1.0	0.005466765022829656	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.05	0.1	0.04	23	3.277272727272736	39.800000000000296	13.0	0.017538019867784943	37.700000000000266	10.0	0.24477318142821342	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.05	0.1	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.05	0.1	0.04	1	NaN	99.9999999999986	1.0	0.005466765022829656	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.05	0.1	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.05	0.1	0.04	5	16.925000000000107	67.80000000000042	4.0	0.0060968163625479905	32.20000000000019	1.0	0.00948752242538778	0.0	0.0	NaN	alive
NGAM (MAX)	0.1	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.1	0.1	0.0	24	2.5695652173913293	36.00000000000024	15.0	0.023896310720700593	27.40000000000012	9.0	0.25453881147422575	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.1	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.1	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.1	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.1	0.1	0.0	23	3.350000000000004	43.50000000000035	14.0	0.023481300610391012	36.10000000000024	9.0	0.25051528688463637	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.1	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.1	0.1	0.02	24	2.626086956521765	36.70000000000025	15.0	0.024217535369318543	28.20000000000013	9.0	0.2578809581462498	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.1	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.1	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.1	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.1	0.1	0.02	22	4.347619047619004	52.10000000000047	13.0	0.022876778043242528	46.9000000000004	9.0	0.2446854162333989	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.1	0.1	0.04	1	NaN	99.9999999999986	1.0	0.0052935980619842945	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.1	0.1	0.04	24	2.704347826086983	37.50000000000026	15.0	0.024862970252091304	29.50000000000015	9.0	0.2646469148925946	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.1	0.1	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.1	0.1	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.1	0.1	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.1	0.1	0.04	15	6.192857142857096	67.10000000000046	11.0	0.019897062358434373	32.9000000000002	4.0	0.05842052641928251	0.0	0.0	NaN	alive
NGAM (MAX)	0.15	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.15	0.1	0.0	25	2.20000000000002	32.700000000000195	16.0	0.026537073235845428	25.200000000000088	9.0	0.2818210610692412	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.15	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.15	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.15	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.15	0.1	0.0	24	2.830434782608721	39.20000000000029	15.0	0.025877074506768318	31.900000000000183	9.0	0.2751040423122593	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.15	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.15	0.1	0.02	25	2.250000000000021	33.3000000000002	16.0	0.027012202199053235	26.80000000000011	9.0	0.2866757461885792	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.15	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.15	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.15	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.15	0.1	0.02	23	3.809090909090887	48.80000000000042	14.0	0.026075399689426616	43.60000000000035	9.0	0.27727740335447104	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.15	0.1	0.04	1	NaN	99.9999999999986	1.0	0.005172633892171034	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.15	0.1	0.04	24	2.2608695652174116	34.100000000000215	16.0	0.027662302449898132	21.600000000000037	8.0	0.22628126801729342	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.15	0.1	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.15	0.1	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.15	0.1	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.15	0.1	0.04	17	5.76249999999994	61.600000000000605	11.0	0.018297991356495957	37.000000000000256	6.0	0.09093809320302289	0.0	0.0	NaN	alive
NGAM (MAX)	0.2	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.2	0.1	0.0	25	1.8875000000000155	28.400000000000134	16.0	0.023172587129287044	20.000000000000014	9.0	0.2466745402705228	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.2	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.2	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.2	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.2	0.1	0.0	24	2.404347826086979	33.70000000000021	15.0	0.022395029394959007	25.600000000000094	9.0	0.23879366041307662	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.2	0.1	0.02	1	NaN	99.9999999999986	1.0	0.0056933308251996394	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.2	0.1	0.02	25	1.929166666666683	28.90000000000014	16.0	0.02360917554218316	20.700000000000024	9.0	0.2512350383892793	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.2	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.2	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.2	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.2	0.1	0.02	23	3.290909090909098	42.80000000000034	14.0	0.022936175119646095	35.30000000000023	9.0	0.24481611274236637	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.2	0.1	0.04	2	44.80000000000037	99.9999999999986	2.0	0.006470684851487632	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.2	0.1	0.04	25	1.9833333333333503	29.60000000000015	16.0	0.024128632560514136	21.400000000000034	9.0	0.2566877938122718	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.2	0.1	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.2	0.1	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.2	0.1	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.2	0.1	0.04	18	5.282352941176422	61.3000000000006	12.0	0.021960751727430103	38.70000000000028	6.0	0.10801326307949734	0.0	0.0	NaN	alive
NGAM (MAX)	0.25	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.25	0.1	0.0	26	1.6880000000000133	26.70000000000011	17.0	0.026822216514203752	20.900000000000027	9.0	0.28456003613577596	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.25	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.25	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.25	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.25	0.1	0.0	25	2.1333333333333524	31.70000000000018	16.0	0.02572243706317497	25.100000000000087	9.0	0.2732060909621472	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.25	0.1	0.02	1	NaN	99.9999999999986	1.0	0.0055524852500140765	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.25	0.1	0.02	26	1.7240000000000137	27.200000000000117	17.0	0.02737174931075367	22.60000000000005	9.0	0.2901562764735304	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.25	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.25	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.25	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.25	0.1	0.02	24	2.9695652173913216	40.90000000000031	15.0	0.026787730190579933	37.700000000000266	9.0	0.28413221365571006	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.25	0.1	0.04	2	39.40000000000029	99.9999999999986	2.0	0.006233539046271508	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.25	0.1	0.04	25	1.7333333333333467	27.800000000000125	17.0	0.027886926078669973	16.599999999999966	8.0	0.22796180652280235	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.25	0.1	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.25	0.1	0.04	1	NaN	99.9999999999986	1.0	0.0056125458122339615	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.25	0.1	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.25	0.1	0.04	19	4.894444444444404	56.30000000000053	12.0	0.020241401944980947	43.70000000000035	7.0	0.1294088691618971	0.0	0.0	NaN	alive
NGAM (MAX)	0.3	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.3	0.1	0.0	26	1.4960000000000104	23.90000000000007	17.0	0.024154754351215044	16.599999999999966	9.0	0.2567449665401998	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.3	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.3	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.3	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.3	0.1	0.0	25	1.8791666666666822	28.20000000000013	16.0	0.02302424025947184	20.200000000000017	9.0	0.2450806754271914	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.3	0.1	0.02	1	NaN	99.9999999999986	1.0	0.005440976422863983	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.3	0.1	0.02	26	1.528000000000011	24.300000000000075	17.0	0.024545993245272443	17.299999999999976	9.0	0.26083335203847796	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.3	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.3	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.3	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.3	0.1	0.02	24	2.6434782608695913	36.80000000000025	15.0	0.024206025735015145	29.700000000000152	9.0	0.25766689390589825	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.3	0.1	0.04	2	35.20000000000023	99.9999999999986	2.0	0.006048116843783491	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.3	0.1	0.04	26	1.5680000000000114	24.900000000000084	17.0	0.025093850572685646	18.19999999999999	9.0	0.26654685612146684	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.3	0.1	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.3	0.1	0.04	2	45.50000000000038	99.9999999999986	2.0	0.006511660090468162	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.3	0.1	0.04	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.3	0.1	0.04	20	4.573684210526281	56.600000000000534	13.0	0.024624971279393087	43.40000000000035	7.0	0.15602148033235133	0.0	0.0	NaN	alive
NGAM (MAX)	0.35	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.35	0.1	0.0	26	1.3480000000000083	23.000000000000057	18.0	0.028566985508269364	12.99999999999997	8.0	0.2333579295328263	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.35	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MAX)	0.35	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + ATPProduction (MIN)	0.35	0.1	0.0	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NGAM (MAX) + NADHProduction (MIN)	0.35	0.1	0.0	26	1.7160000000000135	27.000000000000114	17.0	0.027044999547893862	24.300000000000075	9.0	0.2865662543810194	0.0	0.0	NaN	dead (regular)
NGAM (MAX)	0.35	0.1	0.02	1	NaN	16.79999999999997	0.0	0.0007916840514917288	0.4	0.0	0.0013224612218414565	0.0	0.0	NaN	alive
NGAM (MAX) + growth (MAX)	0.35	0.1	0.02	26	1.3720000000000088	23.400000000000063	18.0	0.029143400158868574	13.399999999999968	8.0	0.23800813519609365	0.0	0.0	NaN	dead (regular)
NGAM (MAX) + glucoseUptake (MIN)	0.35	0.1	0.02	0	0.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
